,_id,SOZIETATEA_EU/SOCIEDAD_EU,SOZIETATEA_CAS/SOCIEDAD_CAS,EKITALDIA/EJERCICIO,SAILA/DEPARTAMENTO,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS,ZENTRU KUDEATZAILEA/CENTRO GESTOR,ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS,ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS,GASTU ARLOA/AREA DE GASTO,GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS,GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS,GASTU POLITIKA/POLITICA DE GASTO,GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS,GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS,TALDEA/GRUPO,TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS,TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS,PROGRAMA/PROGRAMA,PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS,PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS,KAPITULUA/CAPITULO,KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS,KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS,ARTIKULUA/ARTICULO,ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS,ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS,KONTZEPTUA/CONCEPTO,KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS,KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS,AZPIKONTZEPTUA/SUBCONCEPTO,AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS,AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS,PROIEKTUA/PROYECTO,PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO,HASIERAKO KREDITUA/CREDITO INICIAL 2023
1576,1577,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12101,LANTOKI OSAGARRIA,COMPLEMENTO DE DESTINO,9999/99999,GENERIKOA/ GENÉRICO,"98.215,00"
1577,1578,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12102,OSAGARRI BEREZIA,COMPLEMENTO ESPECIFICO,9999/99999,GENERIKOA/ GENÉRICO,"298.979,00"
1578,1579,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12103,PRODUKTIBITATE OSAGARRIA,COMPLEMENTO DE PRODUCTIVIDAD,9999/99999,GENERIKOA/ GENÉRICO,"46.303,00"
1579,1580,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16001,GIZARTE SEGURANTZA,SEGURIDAD SOCIAL,9999/99999,GENERIKOA/ GENÉRICO,"172.457,00"
1580,1581,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16004,ELKARKIDETZAKO KUOTAK,CUOTAS ELKARKIDETZA,9999/99999,GENERIKOA/ GENÉRICO,"5.325,00"
1581,1582,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"KONPONKETAK, MANTENTZEA ETA ARTAPENA","REPARACIONES, MANTENIMIENTO Y CONSERVACION",210,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,CONSERVACION INFRAESTRUCTURAS Y BIENES NATURALES,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,CONSERVACION INFRAESTRUCTURAS Y BIENES NATURALES,2006/00010,Parke/lorategi/aisialdi-lekuen gastu arrunta/ Gasto corriente en parques/jardines/zonas de recreo,"9.087.187,00"
1582,1583,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"KONPONKETAK, MANTENTZEA ETA ARTAPENA","REPARACIONES, MANTENIMIENTO Y CONSERVACION",210,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,CONSERVACION INFRAESTRUCTURAS Y BIENES NATURALES,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,CONSERVACION INFRAESTRUCTURAS Y BIENES NATURALES,2006/00011,Basoen/naturguneen gastu arrunta/ Gasto corriente montes/espacios naturales,"726.972,00"
1583,1584,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00134,Belardietan landareak jartzea/ Revegetación de zonas de pradera,"50.000,00"
1584,1585,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00135,Egoteko guneak parke eta plazetan/ Zonas estanciales en parques y plazas,"150.000,00"
1585,1586,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00136,Zuhaitzak ordeztea/ Sustitución del arbolado,"150.000,00"
1586,1587,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00137,Sentsorizazioa: Ureztatze-sistemak/ Sensorización: Sistemas de riego,"50.000,00"
1587,1588,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00140,Pistak eta basabideak hobetzea/ Mejora de pistas y senderos,"100.000,00"
1588,1589,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4201,ZERBITZU ETA BIZI-KALITATEAREN ZUZENDARITZA,DIRECCIÓN SERVICIOS Y CALIDAD DE VIDA,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,17,INGURUMENA,MEDIO AMBIENTE,171,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,1711,PARKEAK ETA LORATEGIAK,PARQUES Y JARDINES,6,INBERTSIO ERREALAK,INVERSIONES REALES,60,INBERTSIOA AZPIEGITURAN ETA ERABILERA OROKORRERAKO ONDASUNETAN,INVERSION EN INFRAESTRUCTURA Y BIENES DESTINADOS A,601,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,INFRAESTRUCTURA Y URBANIZACION DESTINADAS AL USO G,2023/00141,Jolas-guneak hobetzea/ Mejora de áreas de recreo,"100.000,00"
1589,1590,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,11,KABINETEETAKO ALDI BATERAKO PERTSONALAREN SOLDATAK,RETRIBUCIONES DEL PERSONAL EVENTUAL DE GABINETES,110,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL P,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DEL P,9999/99999,GENERIKOA/ GENÉRICO,"103.640,00"
1590,1591,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,120,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO,9999/99999,GENERIKOA/ GENÉRICO,"480.212,00"
1591,1592,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12101,LANTOKI OSAGARRIA,COMPLEMENTO DE DESTINO,9999/99999,GENERIKOA/ GENÉRICO,"205.996,00"
1592,1593,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12102,OSAGARRI BEREZIA,COMPLEMENTO ESPECIFICO,9999/99999,GENERIKOA/ GENÉRICO,"619.194,00"
1593,1594,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,12,FUNTZIONARIOEN SOLDATAK,RETRIBUCIONES DEL PERSONAL FUNCIONARIO,121,FUNTZIONARIOEN ORDAINSARI OSAGARRIAK,RETRIBUCIONES COMPLEMENTARIAS DEL PERSONAL FUNCION,12103,PRODUKTIBITATE OSAGARRIA,COMPLEMENTO DE PRODUCTIVIDAD,9999/99999,GENERIKOA/ GENÉRICO,"56.790,00"
1594,1595,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16001,GIZARTE SEGURANTZA,SEGURIDAD SOCIAL,9999/99999,GENERIKOA/ GENÉRICO,"374.259,00"
1595,1596,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16004,ELKARKIDETZAKO KUOTAK,CUOTAS ELKARKIDETZA,9999/99999,GENERIKOA/ GENÉRICO,"19.807,00"
1596,1597,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ERRENTAMENDUAK,ARRENDAMIENTOS,209,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"3.859,00"
1597,1598,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",225,TRIBUTUAK,TRIBUTOS,22504,ESTATUAREN TRIBUTUAK,TRIBUTOS ESTATALES,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"32.972,00"
